time,stage,provider,model,item_id,prompt_tokens,completion_tokens,total_tokens,elapsed_seconds,input_price_per_1m,output_price_per_1m,cost_currency,estimated_cost
2026-06-08T17:40:13,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_elife_002:chunk:2,2990,1058,4048,10.8808,0.14,0.28,USD,0.00071484
2026-06-08T17:40:32,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_elife_002:chunk:3,3084,2172,5256,19.3351,0.14,0.28,USD,0.00103992
2026-06-08T17:40:52,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_elife_002:chunk:4,2889,2297,5186,19.3371,0.14,0.28,USD,0.00104762
2026-06-08T17:41:07,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_elife_002:chunk:5,2951,1465,4416,15.3202,0.14,0.28,USD,0.00082334
2026-06-08T17:41:27,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_elife_002:chunk:6,2538,1973,4511,20.1908,0.14,0.28,USD,0.00090776
2026-06-08T17:41:38,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_plos_003:chunk:0,2580,1199,3779,10.6876,0.14,0.28,USD,0.00069692
2026-06-08T17:41:57,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_plos_003:chunk:1,2706,1997,4703,19.3266,0.14,0.28,USD,0.000938
2026-06-08T17:42:05,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_plos_003:chunk:2,2646,783,3429,7.9169,0.14,0.28,USD,0.00058968
2026-06-08T17:42:28,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_plos_003:chunk:3,2665,2782,5447,22.8198,0.14,0.28,USD,0.00115206
2026-06-08T17:42:38,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_plos_003:chunk:4,2586,993,3579,10.3616,0.14,0.28,USD,0.00064008
2026-06-08T17:42:52,part_c.selected_keep_af_extraction,deepseek,deepseek-v4-flash,exp2_plos_003:chunk:5,1933,1562,3495,14.3047,0.14,0.28,USD,0.00070798
2026-06-08T17:42:57,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0001,3169,411,3580,4.8802,0.14,0.28,USD,0.00055874
2026-06-08T17:43:03,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0002,3161,493,3654,5.1537,0.14,0.28,USD,0.00058058
2026-06-08T17:43:08,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0003,3171,495,3666,5.4591,0.14,0.28,USD,0.00058254
2026-06-08T17:43:12,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0004,3165,460,3625,4.2096,0.14,0.28,USD,0.0005719
2026-06-08T17:43:18,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0005,3150,552,3702,5.5032,0.14,0.28,USD,0.00059556
2026-06-08T17:43:22,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0006,3164,426,3590,4.5348,0.14,0.28,USD,0.00056224
2026-06-08T17:43:26,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0007,3154,384,3538,4.2415,0.14,0.28,USD,0.00054908
2026-06-08T17:43:34,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_plos_001_summary_af_0008,3158,708,3866,7.2934,0.14,0.28,USD,0.00064036
2026-06-08T17:43:38,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_elife_001_summary_af_0001,4414,364,4778,4.6755,0.14,0.28,USD,0.00071988
2026-06-08T17:43:42,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_elife_001_summary_af_0002,4411,299,4710,3.9445,0.14,0.28,USD,0.00070126
2026-06-08T17:43:46,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_elife_001_summary_af_0003,4412,273,4685,3.2576,0.14,0.28,USD,0.00069412
2026-06-08T17:43:52,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_elife_001_summary_af_0004,4423,631,5054,6.3391,0.14,0.28,USD,0.0007959
2026-06-08T17:44:00,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_elife_001_summary_af_0005,4423,687,5110,7.5648,0.14,0.28,USD,0.00081158
2026-06-08T17:44:05,part_c.selected_keep_covers_summary_af,deepseek,deepseek-v4-flash,exp2_elife_001_summary_af_0006,4419,425,4844,5.7133,0.14,0.28,USD,0.00073766
